,apen_x,fmean_x,fmed_x,intrange_x,mav_x,mavfd_x,mavsd_x,peak_x,rms_x,sampen_x,srange_x,std_x,var_x,zc_x,Emotion,apen_y,fmean_y,fmed_y,intrange_y,mav_y,mavfd_y,mavsd_y,peak_y,rms_y,sampen_y,srange_y,std_y,var_y,zc_y
6,0.9262582065739489,0.28943573922525906,0.30078125,0.4718614836133992,0.23348736237547638,0.3647587865040433,0.5887891719471832,0.5929358232542554,0.26935929969031236,1.1186311555586017,1.2796313363342833,0.26935388287393597,0.072551514219266,289,0,0.9507096240592787,0.267357298928087,0.30078125,0.1438348477321378,0.07502588213332351,0.11329754749787325,0.18317456129633716,0.21758490051117163,0.08762257427471207,1.187522446626967,0.44736471084997337,0.0876215771615119,0.007677540784270782,284
0,1.356541285276328,0.1453214109504732,0.12109375,0.2648280776240052,0.14497102339543103,0.10364265712244695,0.16461076487816353,0.5095889532137334,0.17562806209248047,1.7685026070637877,1.069220656713988,0.17549867474613856,0.03079978483765093,109,2,1.3194083928329343,0.22778010941980723,0.23828125,0.1596996200476234,0.10403804960269349,0.13842485088233442,0.2217612381813942,0.6243392141402854,0.1390126681264313,1.959515801111092,1.164898113072891,0.13896423305128555,0.019311058067532007,217
1,1.32450758579657,0.07260122045219305,0.0078125,0.12840982686133715,0.08025273879614016,0.07022118328148778,0.11204958537466474,0.36676761970096466,0.10340158046529832,1.7626549189073608,0.7959786828307651,0.10314063480340721,0.010637990547649814,145,2,1.3059512790465782,0.1922424060283917,0.1796875,0.07100787780490031,0.052543425918544176,0.06324150393210849,0.0976576302201492,0.516813716607293,0.07876532185658205,1.6776282939904426,0.9327008965827448,0.07869008033809713,0.006192128743616181,197
2,1.3197922931617008,0.11342791442718479,0.01171875,0.14029334302853796,0.08894502798790085,0.08341489388761117,0.1343756680554593,0.40270547515035165,0.11532458762373422,1.904621895537676,0.899944146896364,0.11510849488993717,0.01324996559582669,145,2,1.2785370098417372,0.19995706959610426,0.2265625,0.10587479624423565,0.07446978832488149,0.09995156254253897,0.16093500332208574,0.37850882444130346,0.10275815717072564,1.9058963882445674,0.7070350567756774,0.10275245560098323,0.01055806713203203,223
3,1.3579222696261954,0.0710252626713545,0.0078125,0.165258161642764,0.10017473105980843,0.09648915777214763,0.15301122158598018,0.4433497652488631,0.1278291469282015,1.9643404532606674,0.7893631695897165,0.12777639375388913,0.01632680680074892,156,2,1.3105530961915726,0.23544464414704294,0.25390625,0.13854357573820175,0.08889142817547005,0.12447608227479139,0.19662436851797158,0.4007751129444465,0.11703424626880049,1.9857178044227126,0.8730143452523489,0.11703391285881556,0.013696936759044835,237
4,1.3297750499430725,0.22077611666720326,0.296875,0.12220613089084655,0.0766420920472523,0.09346556706769152,0.15131041514706206,0.4831041554056022,0.10031534938856339,2.030011408994703,0.845174477614246,0.10027106171789521,0.01005428581803395,210,2,1.1829223627462202,0.2381209047743591,0.234375,0.12033903121182629,0.08807950891259185,0.12552140208434326,0.20166408903246213,0.6466541608808488,0.12463886934345643,1.6261493471606072,1.094661781736798,0.12463879343809484,0.015534828829704072,240
5,1.3202101490396236,0.16182176936524711,0.13671875,0.13691644974487358,0.08228399175924801,0.09989621488815116,0.16178260076552278,0.4050119923229318,0.10278500578570951,2.059812344319892,0.7466102186703402,0.10278493889383224,0.010564743663408826,211,2,1.3011866087215749,0.24190088317142133,0.25,0.1486441035406163,0.09296697441804423,0.12922808625169588,0.20681701454425108,0.36218215330957265,0.11999794196344908,2.0744642220791696,0.7092100722860983,0.11999438553844123,0.014398652560748073,227
6,1.3290633750469754,0.21908365566510973,0.296875,0.09363699719065263,0.05527982930280228,0.0774021925372478,0.12584154211140516,0.22558145108655717,0.06929207306074575,2.130975191795019,0.4625465610491805,0.0692850419998962,0.004800417044927381,244,2,1.3319523917614786,0.2331323960916709,0.24609375,0.11945010339985211,0.0714224806461797,0.09698702429124315,0.15631825259143983,0.3114527775084813,0.09225769274844416,2.1093301980817114,0.6173103085086018,0.09225702421330856,0.008511358516695001,239
0,1.206356026094304,0.11770321910121047,0.046875,0.19754798500905948,0.10866774463342758,0.06465105890144417,0.10396204027752566,0.28862022868162146,0.13034218398621775,1.4044751354472569,0.6374249434955428,0.13032902924290854,0.01698565586339891,64,1,1.0943398939525513,0.17634762382031446,0.125,0.08051694072466238,0.05089678334188937,0.04161468087759393,0.0666141248678815,0.2961704099763841,0.07001885477827863,1.2791878239319265,0.645041242808458,0.07001873209989411,0.004902622844876742,111
1,1.2484923192806248,0.08716662780912136,0.0078125,0.08947141733790093,0.0542075766211933,0.05904958486536874,0.09481485667465733,0.22078123696562263,0.06883285881341125,1.654984246042413,0.35838135764467627,0.06797409879088262,0.004620478106432671,204,1,1.2967995957485732,0.17737716471300127,0.23828125,0.03258836023690659,0.021234652852154517,0.023546346850721205,0.03834740599374061,0.1761669381745432,0.029668174282589162,1.6731732454898163,0.3327286129770676,0.029614162474548823,0.0008769986190689756,195
2,1.2483795323743498,0.19910718988458295,0.30078125,0.08330739127545914,0.05112796497613574,0.056431977651425234,0.09064739805253443,0.19793188316812957,0.06620415299578349,1.690715118889634,0.4576292152637701,0.06602225001927443,0.004358937497607583,223,1,1.3200762826921437,0.059895120507656316,0.01171875,0.037250792257179116,0.021380122800899758,0.019492170371286265,0.03126813522277566,0.10565280265239285,0.02716942975562432,1.7567626271909587,0.16721340077145486,0.027094851651478697,0.0007341309860156378,121
3,1.1628083092189767,0.0398873816558586,0.0078125,0.10630972478412738,0.06525131309224395,0.05602589889224347,0.09002075666090764,0.2213144957052338,0.08270656579684041,1.4170131335185514,0.4661816202548762,0.08267486029837529,0.006835132525355871,157,1,1.299530065376266,0.08067130918647322,0.015625,0.04598109873844529,0.02485127190956255,0.019881542811663783,0.031989347026677974,0.07111531029147179,0.030152174810471173,1.675719836818548,0.1456706602990634,0.030149435403970894,0.0009089884551782136,89
4,1.2000290757772394,0.145553391923849,0.05078125,0.0747719456594118,0.040417057814403023,0.055449566287374456,0.09049429915479497,0.1669026834376322,0.04900353024607099,1.6695444570454454,0.2839707773150887,0.04893743234265832,0.0023948722842922605,259,1,1.335611829809067,0.07189292929816045,0.015625,0.038375454330733895,0.021470990291541554,0.018662958047774278,0.030361865992144174,0.07002524683068918,0.026196844136089678,1.8132314671183845,0.13872178569430998,0.026081408677468883,0.0006802398786011492,134
5,0.9554424694010062,0.1421519930615224,0.05078125,0.12232555360828859,0.09817716248238431,0.05522478396213597,0.08947572544353934,0.3865704597641895,0.13851270116384695,0.9467886482870826,0.8673033545339982,0.13849877227823182,0.01918190992257751,150,1,0.8697009707213117,0.14781300820340837,0.1015625,0.060639326923913835,0.05111831675437728,0.018691836361529688,0.0299368190739447,0.23106631587248774,0.07352638208392702,0.8920878698113386,0.4307120037687251,0.07351175872599904,0.005403978670989496,104
6,1.167157644383555,0.11866831521074833,0.01171875,0.07566584485287223,0.04287486232004399,0.056203791679950904,0.09166815816564762,0.14081774111016573,0.05210577184118825,1.5261641841791176,0.27290450341466865,0.052071268373617086,0.002711416990037255,238,1,1.3292479852722927,0.11160713254371994,0.0234375,0.04076679038341946,0.024587128186024203,0.019265578455234328,0.03066186052409713,0.12670054112925833,0.030610504053417847,1.6996724993052987,0.2035937213541044,0.03039008535286359,0.0009235572877543341,104
0,1.3072265816835218,0.23822777979070758,0.25390625,0.29626834447542005,0.18465105652500818,0.2532148353729251,0.39685763760903203,1.0000222900411835,0.23353155376428086,1.9397436341396495,1.7183096920722931,0.23351885220069013,0.05453105433312776,238,0,1.3433205575996618,0.1938465479846081,0.19140625,0.0750029577138705,0.04206053271380375,0.054351159173182485,0.08540896265080551,0.18238092601926192,0.05293420816807808,2.0944794190443763,0.4040023029030479,0.05293409934207041,0.002802018873156179,214
1,1.3263514099736415,0.2445638755352392,0.26171875,0.3565170042603135,0.20544933139038488,0.2808535477727802,0.43903489903341875,0.7045969323999107,0.2571544484363893,2.1012055295643077,1.5376034948417774,0.25713953067622547,0.06612073823638949,242,0,1.278161866239139,0.22836803172280948,0.25,0.08197471179535788,0.04825113994468563,0.06438933782605896,0.1013554619865758,0.1697341387031506,0.059991316796991725,1.9519775475185823,0.3878542240974478,0.05999131156290128,0.0035989574630370925,236
2,1.2520114971310106,0.2437915249372663,0.26953125,0.3429115012018922,0.2055832975577926,0.2981711622713839,0.46631700228877115,0.9126641816708181,0.2629105091185875,1.887931558831475,1.69102264793526,0.26287065373172996,0.06910098059334709,258,0,1.322672857899735,0.23217678037921488,0.2421875,0.08502700898223102,0.04979729008511395,0.06683897354069954,0.10282702363227555,0.19018217850846478,0.06212155519647045,2.1935139979396836,0.3720275031767114,0.06207257196909217,0.0038530041908581263,223
3,1.325151731994434,0.07667314828352267,0.015625,0.20622144825253247,0.13650522467866863,0.14740161620248432,0.237890100523533,0.564521463042991,0.18142232891134666,1.931197239974654,1.2218100008725734,0.18142230686482316,0.03291405342815406,187,0,1.3010873377952774,0.029634976557069276,0.01171875,0.08066328889951564,0.05494557128112623,0.03783221941299357,0.06000609947045661,0.2426732169022688,0.07506615183696881,1.6300831969591134,0.5039632644569895,0.07500940841783174,0.005626411351193086,131
4,1.2793108938475433,0.227714255067753,0.24609375,0.21012137944368658,0.12911147134686737,0.18636165203067837,0.29430580003855766,0.44251598663962244,0.16686088230684076,1.9888606273512854,1.0052215277428505,0.16683405012372318,0.027833600280684982,258,0,1.2908946052293695,0.2301343640026071,0.29296875,0.0477311008094643,0.0291217709552493,0.03987316583091405,0.06298174717054678,0.11326606384872413,0.03662929414213743,2.0500276564735427,0.22706685720772807,0.03662223545557951,0.0013411881297639046,245
5,1.2790779883684333,0.24332944527898379,0.2578125,0.2084770436539235,0.12790307469994905,0.17051165102680654,0.27178803353447295,0.5828016713159531,0.16375400487706965,1.9141278129857136,1.0270594369101018,0.16335086079291888,0.026683503721787568,246,0,1.3437039470430285,0.22418254654541095,0.2578125,0.04337913820738308,0.031991673302814286,0.03660253393542575,0.05755738297517575,0.11404409970475617,0.05046837918864647,1.6727179020148786,0.42952211417560743,0.04991735131780176,0.0024917419625848456,222
6,1.2890466747810834,0.14939429056520734,0.15234375,0.3221000936658851,0.18746807800213458,0.2140388548783984,0.3387520938121876,0.8625641792546382,0.23331109236893935,1.924677928949539,1.559339709696288,0.23308253102412518,0.05432746626861228,202,0,1.2772313484936633,0.04265313523281187,0.0078125,0.08693861282037516,0.062348211917744985,0.04796536589736681,0.07485172691980166,0.32847470461794886,0.08806657103831987,1.4647719701662096,0.5304900975427701,0.08777820966935101,0.007705014092756548,164
0,0.9614695884117039,0.20691032599771042,0.30078125,0.057916105387423616,0.05363041516020171,0.02472120653768671,0.03929392509389731,0.2828341443967187,0.08206365271083703,1.012177335942687,0.5555342866114801,0.08205311772275187,0.0067327141280237755,140,2,0.4289004416845983,0.24020630990430825,0.30078125,0.060542983652320026,0.10531491495327537,0.024590563504827582,0.03697037012562806,0.6023026415328943,0.17872090220683956,0.2744608239295307,1.1362680384318982,0.17869820320175522,0.0319330478275358,145
1,1.3609687880787282,0.09926687923071296,0.0078125,0.04123811230060301,0.02358443860958254,0.025877235821808706,0.04160004412034612,0.08473296044733183,0.029266205599918715,2.0031026245809778,0.18016989046623372,0.0291796986399357,0.0008514548127174652,204,2,1.247184519833651,0.060659244563091644,0.0078125,0.040644274596937875,0.029541454467025538,0.025973835154247758,0.04170540168925765,0.1913491862889654,0.042186928342792564,1.5918866673692333,0.28713866264208443,0.04214776720729154,0.00177643428056004,166
2,1.3777926749008431,0.21626129121588364,0.30078125,0.033266512555752595,0.01860260982757289,0.02481935686916554,0.03990901803000166,0.07127249040358928,0.02249508328144253,2.131074452304307,0.1408910189964922,0.022486750217224172,0.0005056539353318313,242,2,1.3669066055191603,0.19771174408470707,0.29296875,0.03153049248574313,0.0177460570339977,0.021902787033242617,0.03576021188737536,0.06579232001414322,0.022359310100417713,2.0717527447671675,0.15098137400570638,0.022275701579158556,0.0004962068808437271,219
3,1.3597907542452896,0.10274016115325811,0.02734375,0.032779725309701135,0.019155024588641028,0.02507516068358685,0.040309000458248465,0.09553722360551195,0.024073847167827973,2.0464748164180784,0.16376402891973688,0.024070992756919044,0.0005794126923036492,246,2,1.3803770690669719,0.12030150841534754,0.05078125,0.02961885128497481,0.01904841558025182,0.02242749508927294,0.03596224879361186,0.07416872201129919,0.024680019120137158,2.0817220443785613,0.19063500713144854,0.0246707408447229,0.0006086454538274787,199
4,1.0754822338475214,0.027403270662885643,0.015625,0.057076289869271976,0.04823510386528139,0.025619009082820755,0.04170246152074154,0.29860745311146514,0.07091535900652478,1.1939050227069574,0.5185744114217071,0.07081205534779028,0.005014347182578514,141,2,0.6190053983755557,0.016046234299398686,0.015625,0.12565392751128382,0.11631116345795542,0.03518234129835094,0.05507077494480812,0.674053416325415,0.17711399454915108,0.5434999575891805,1.2617713063347362,0.1770075587821207,0.031331675866005916,93
5,0.3136048328918446,0.006143120035303467,0.0078125,0.21813951664913425,0.2014496728125183,0.027423933904780217,0.04073098089888103,0.7166589679739772,0.3032181768594472,0.220613951590906,1.716669914355847,0.3032039387379514,0.09193262846620737,49,2,0.7815084236369807,0.010061320313944317,0.0078125,0.19014260477589845,0.11386937646871367,0.028040891146537593,0.044377374477207465,0.36081204594004845,0.1443225320027839,0.7662583347804195,0.7139014272923647,0.1443020001707219,0.02082306725327102,51
6,1.2402248580589585,0.14992483979255583,0.1171875,0.03722422930989641,0.03076193038786807,0.027240157564203556,0.044182980518519065,0.37480197043563096,0.05938425480875461,1.363743535597994,0.4515320608079063,0.05842520196972831,0.0034135042252035445,211,2,1.1281720584180737,0.13653320476810674,0.07421875,0.04313585763369372,0.036873764844063246,0.033306525217292764,0.05439691793697957,0.5302729535153141,0.0734974624350818,1.219885522785985,0.6808191788966114,0.07158079275918393,0.005123809892033238,179
0,1.1947394049381823,0.06255217858003338,0.01953125,0.10000885771626589,0.06506474040226964,0.03203535354450434,0.051125607443891136,0.24689322310049275,0.08690792767297256,1.3196111346878858,0.511488306930072,0.08683178584839016,0.0075397590336206905,112,1,0.6134855546235864,0.025195628338945418,0.015625,0.1423149827036495,0.12078424280834937,0.028384589710723006,0.04099828723607939,0.5271820100487418,0.17629531435149623,0.47417058197853784,1.0788552361657515,0.17612301826244917,0.031019317561875006,102
1,1.3002845795711933,0.15302466450864763,0.1015625,0.038099556091920006,0.022257833461399146,0.025847167351625275,0.042102141656695014,0.07397829934742606,0.027043145331090698,1.9543930710497903,0.14353735109537244,0.026732623493760984,0.0007146331588591817,204,1,1.3309601359958014,0.10874172920821959,0.015625,0.059089241962490824,0.03228684993039209,0.02573470873459696,0.041342182387319196,0.10010147116618073,0.0393114184263684,1.8337383505667164,0.19938095720372284,0.03867305961562629,0.0014956055400337852,135
2,1.019088558036315,0.01607102543172252,0.0078125,0.06701383111736198,0.05302336593458759,0.024762913889368084,0.03938299612689699,0.25043000748416105,0.0761995965645343,1.1392087786209417,0.5026960426350087,0.0761990995932808,0.005806302778826726,107,1,0.5366675375985963,0.009054235545368813,0.0078125,0.12614769297630044,0.11028987525983337,0.022471679096563252,0.03302299124626207,0.5666607803339809,0.1681689807264333,0.4876829574866652,1.0673929278779273,0.16815807889651632,0.028277139498167004,55
3,0.9388060642907488,0.21864054294855528,0.30078125,0.04569690397083878,0.05245486907139143,0.025749497847981504,0.04112928120989428,0.24601758956408956,0.082238139292806,0.9146617353827915,0.5055900786808984,0.08208311407039998,0.006737637615494294,182,1,0.49674625391259175,0.17095478991249016,0.1328125,0.06271342759414697,0.10897850879430598,0.025644244155604425,0.03706595598474575,0.6074669857792778,0.1863063996820706,0.38028837590531556,1.060177824466797,0.18587715559357396,0.0345503169715577,123
4,1.2581279399675163,0.05393680677963478,0.0078125,0.05818416792128052,0.03347593210313011,0.025718154048564357,0.041962653821311556,0.10602972033533346,0.04253063017841991,1.623379156996184,0.257129055925284,0.04227840435842385,0.001787463475094393,120,1,0.9560664618332222,0.012204034754167668,0.0078125,0.07442743747429165,0.06388408788324403,0.023279736674369018,0.03717807422643501,0.24882853195517912,0.09046258895638938,1.026088655764105,0.5345622557055076,0.08955599188110787,0.008020275681809057,95
5,1.3081895385663094,0.23426498902819157,0.30078125,0.03180444907538854,0.018515549350009715,0.02587158677976684,0.04180371008721244,0.06282947988123998,0.022752036914927127,2.026228924422401,0.1310330335554698,0.022693693604546514,0.0005150037294170353,247,1,1.3503639911030962,0.19841735010658365,0.22265625,0.03095675149594934,0.018748903560832204,0.022846708503731886,0.03665970342006482,0.05981634839116182,0.023658645785756844,2.180386585769963,0.13402951573240468,0.02362761689051473,0.0005582642799249369,188
6,1.3353549122792887,0.2606313222481647,0.30078125,0.03175178967944366,0.021015928651319227,0.025943240087465437,0.042138868122094116,0.2450170312443274,0.03425779947460989,1.5520124402403146,0.2968298389727407,0.033872036179359376,0.0011473148349358307,263,1,1.0861295113770546,0.15281342313839386,0.1328125,0.0372565439277958,0.03239435110366524,0.022346889620667533,0.035928678784828284,0.07125822467847504,0.07483909988109157,1.0820082576944898,0.5986917589039675,0.07379960437965669,0.005446381606593841,165
0,1.2250126657302696,0.10107137586140205,0.015625,0.03636189828890912,0.02617913470597876,0.02335104597659726,0.03677204491626928,0.26894251691889837,0.0448181197963894,1.28821911866457,0.3347511190873795,0.04453511823245234,0.0019833767559785088,211,0,0.9749583480088941,0.07576440594745586,0.01171875,0.03686213209252674,0.03647726481284479,0.023307149051435265,0.03551444463862675,0.10579219321650776,0.08082304013425043,0.992815764968371,0.5988602049451841,0.08001907875099616,0.006403052964158126,181
